;	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152
At5g02610-6	A	B	A	A	B	A	B	A	A	B	B	A	A	A	A	A	B	A	B	B	B	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	A	A	A	A	A	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	B	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	A	B	A	B	A	A	A	A	B	A	B	B	A	B	B	A	B	A	B	B	B	A	A	B	B	A	B	B	A	A	B	B
At5g03240-1	A	B	A	A	B	A	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	B	A	B	B	A	B	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	B	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	A	B	B	A	B	A	B	B	B	A	A	B	B	A	B	B	A	A	B	B
At5g03370-4	A	B	A	A	B	A	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	B	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	A	B	B	A	B	A	B	B	B	A	A	B	B	A	B	B	A	A	B	B
At5g04260-5	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	A	B	A	A	B	B	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	B	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	B	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g04420-6	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	B	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	-	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	B	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g04530-3	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	-	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	B	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g04750-8	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g04850-3	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	B	B	A	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g04900-8	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	B	A	B	B	A	B	B	B	B	B	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g05100-6	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
NGA225	A	B	A	A	B	-	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	-	B	B	A	A	B	A	B	A	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	A	B	-	B	B	B	A	B	A	A	A	A	B	A	A	B	A	-	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g05370-1	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	A	A	B	B	A	B	A	A	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	A	B	B	B	B	B	A	A	B	B
At5g06660-5	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	B	A	A	B	A	A	A	A	B	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g07460-11	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	B	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	A	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g08280-4	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
NGA249	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	-	B	-	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	-	A	B	A	A	A	A	A	B	B	B	A	A	A	-	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	-	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g08590-11	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g08620-6	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	A	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g09250-4	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g09810-3	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	B	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	A	A	A	A	A	A	B	A	A	B	A	B	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g10380-10	A	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g10460-3	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	A	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g10860-5	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	B	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	B	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g11150-9	B	B	A	A	B	B	B	A	A	B	B	A	A	A	A	B	B	A	A	B	A	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g11740-3	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	B	B	A	A	B	A	A	B	A	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g12040-5	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	B	B	A	A	B	A	A	B	B	B	B	A	A	A	A	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	B	B	B	A	B	A	A	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	A	A	A	B	B	B	B	B	B	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g13140-6	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	B	B	A	A	B	A	A	B	-	A	B	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	A	A	B	-	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	A	B	A	A	A	A	A	A	-	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g13740-6	B	B	A	A	B	B	B	A	A	B	B	A	A	A	B	B	B	A	A	B	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	A	B	B	A	B	A	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	B	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	A	B	B	B	B	B	A	B	A	A	A	A	A	B	A	A	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g15350-10	B	B	A	A	B	B	B	A	A	B	B	A	B	A	B	B	B	A	A	B	A	A	B	B	A	B	A	A	A	B	B	A	A	A	A	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	A	B	A	A	A	B	A	B	A	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g16450-2	B	B	A	A	B	B	B	A	A	B	B	A	B	A	B	B	B	A	A	B	A	A	B	B	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	A	B	B	B	B	A	A	B	A	B	A	B	B	A	B	B	A	A	B	B	B	A	A	A	B	A	B	A	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	A	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g17190-5	B	B	A	A	B	B	B	A	A	B	B	A	B	A	B	B	B	A	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	A	B	A	B	B	A	A	B	A	B	B	B	B	A	B	B	A	A	B	B	B	A	A	A	B	A	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	A	B	B	B	B	B	A	B	B	B	B	A	A	B	B
At5g17770-6	B	B	A	A	B	B	B	A	A	B	B	A	B	A	B	B	B	A	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	B	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	A	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g17870-10	B	B	A	A	B	B	B	A	A	B	B	A	B	A	B	B	B	A	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	B	B	B	B	B	A	A	B	A	B	B	B	B	A	B	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g18280-10	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	A	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g18580-11	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	B	B	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	A	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	A	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g19120-3	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	A	B	A	B	B	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g19370-11	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	B	A	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	-	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g19750-6	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	A	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	B	-	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	A	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	B	B	B	A	A	B	B
At5g20350-7	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	A	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	B	B	B	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g21090-1	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	B	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	B	A	A	B	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g22340-2	B	B	A	A	B	B	B	A	A	B	B	A	B	A	A	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	A	B	B	A	A	B	A	B	B	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	-	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
MSAT5.14	B	B	A	A	B	A	B	A	A	B	B	-	B	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	-	B	B	A	A	B	A	B	A	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	-	A	-	A	-	-	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	-	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	-	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
At5g22630-10	B	B	A	A	B	A	B	A	A	B	B	A	B	A	B	B	B	B	A	B	A	A	B	A	B	B	B	A	A	B	B	A	A	A	B	A	A	A	A	B	B	A	B	A	A	B	B	A	A	B	A	B	A	B	B	A	A	A	A	A	B	B	B	A	A	A	B	A	B	B	B	A	-	A	A	A	A	A	B	B	A	A	B	A	B	B	B	A	A	A	A	B	B	A	A	B	A	B	A	A	A	A	B	B	A	B	A	A	A	B	A	B	A	B	A	B	B	B	B	A	B	B	B	A	A	A	A	A	B	B	B	B	A	A	B	B	B	A	B	B	B	B	B	B	B	A	B	B	A	A	B	B
